"Pulse Width" "FSC" "SSC" "FITC "PE" "PE-Cy5"  "PE-Cy7"  "APC"  "APC-Cy7"  "Raw Time"
2111	3382	2423	1259	822	1923	1403	3133	2749	3
1839	1309	224	755	540	186	1007	545	167	3
1903	2023	1989	1021	768	1701	1124	2871	2424	3
1919	2231	1177	1425	778	1040	617	2165	1795	3
1855	1376	261	552	261	323	603	217	550	3
1967	1983	2020	1089	912	1730	1181	2738	2247	3
2111	3026	1726	1494	851	2113	1723	3208	2721	3
1967	2417	2013	1527	794	1247	348	2171	1874	3
1951	1741	1552	1018	790	1684	1229	2771	2438	3
1903	1591	510	1026	531	242	768	367	681	3
1839	1944	625	1177	653	279	643	1173	687	3
1951	2171	3396	1383	1044	2044	1672	3273	2846	3
1903	1694	1095	1235	711	1137	913	2425	2228	3
1887	1577	485	1454	892	509	900	470	144	3
1919	2310	845	1329	214	349	580	1109	921	3
1935	2181	2844	1385	651	1760	1240	2962	2592	3
1919	1555	3209	2104	1276	1210	1273	2110	1609	3
1951	1915	2578	1353	861	1845	1584	3023	2700	3
1871	1505	603	751	337	453	8	539	136	3
1871	1606	384	940	542	186	359	434	561	3
1951	2053	1120	1174	697	1741	1462	2929	2560	3
1887	1866	686	1341	1162	1363	1326	697	711	3
2015	2317	2397	1607	890	1178	780	2113	1756	3
2127	3579	2813	2157	1416	1808	1538	2903	2419	4
1967	1869	1258	1259	490	1741	1412	2830	2505	4
1855	1719	672	1237	701	1251	939	2398	1984	4
2143	3218	2963	2477	2058	1856	1865	2129	1814	4
2079	2013	2068	1033	565	1791	1286	2836	2287	4
975	70	130	1002	892	331	166	940	691	4
2351	1988	3299	2131	1726	2050	2022	3100	2568	4
1023	71	126	1673	956	733	693	195	476	4
2079	2204	1923	1727	1008	1789	1459	2760	2397	4
2047	2479	2268	1451	845	2003	1615	3168	2828	4
1919	1816	1834	1381	842	1618	1188	2799	2324	4
1999	2147	1682	1200	685	1761	1281	2866	2376	4
1871	1975	770	1334	585	605	651	624	824	4
1887	1950	1191	1165	814	1355	1080	2631	2257	4
1647	563	137	1112	481	330	683	676	523	4
1983	2643	2137	1476	1008	1685	1426	2870	2417	4
1983	2524	4095	1618	1129	1183	1085	1732	1527	4
1935	2068	1839	1387	622	1551	1083	2761	2381	4
1903	2182	1784	1448	956	1669	937	2817	2489	4
1103	110	933	2897	2063	2008	1980	781	532	4
1823	1043	1790	1768	1219	1844	1533	2864	2473	4
1935	1568	1346	1196	837	1877	1624	2969	2532	4
2015	1950	4095	1354	1014	1518	1141	2434	1956	4
1823	1857	863	1225	459	1261	773	2453	2162	4
1999	1760	1331	1239	873	1834	900	2855	2427	4
3071	3832	2909	1808	1279	2490	2073	3598	3182	4
287	70	47	693	327	637	631	2003	1625	4
1583	505	365	1440	662	453	263	226	198	4
1967	1992	1092	1333	842	1492	1154	2550	2204	4
2031	2257	787	1241	683	1860	1253	2981	2645	4
1999	1767	1874	1293	740	1922	1432	2944	2608	4
1951	2061	1030	1293	658	1235	1123	2423	2108	4
1951	1720	322	1192	404	978	556	1845	1225	4
1935	1873	2869	1400	971	1894	1131	3114	2731	4
2639	4049	3996	2522	1994	2300	2228	3213	2908	4
559	75	72	814	529	692	636	1701	1427	4
1855	1609	402	886	456	429	702	354	579	4
2687	4095	4095	2846	2401	2609	2451	3642	3205	4
575	76	141	1313	473	975	981	2081	1703	4
1919	1894	2448	1396	801	1897	1510	3077	2711	4
1903	1818	1265	1358	943	1729	1145	2919	2499	4
2175	3242	2866	1929	1193	1156	1053	1107	848	4
1599	455	188	1026	517	75	97	305	558	4
2447	3194	3003	1497	928	1907	1435	2988	2633	4
463	89	109	505	302	420	342	1544	1254	4
1967	2062	711	1314	550	1823	1335	2950	2647	4
1967	2134	3924	1462	963	765	837	1301	1102	4
1919	1554	1841	742	723	1925	1691	2974	2505	4
2047	2107	608	1310	733	1901	1577	2971	2582	4
1871	1682	4079	1506	788	1841	1449	3055	2690	4
1791	1563	352	1012	430	0	358	209	586	4
1967	1897	1146	1233	806	1828	1483	2873	2441	4
2239	2881	1777	1477	1040	1481	907	2431	2073	4
1919	1917	465	1375	397	1324	834	2400	2108	4
1983	2829	2541	1445	1011	1922	1474	3164	2677	4
2015	2475	867	1214	541	1737	1365	2824	2378	4
1887	1822	341	999	644	399	725	146	473	4
2015	2723	2331	1510	845	1891	1504	3008	2612	4
1951	2586	2369	1372	667	1970	1586	3218	2815	4
1359	239	452	2721	1942	1987	1643	345	196	4
975	69	358	1815	1413	1433	1607	680	838	4
1903	1798	461	964	409	1419	1064	2444	1956	4
1887	1641	295	832	405	209	0	192	540	4
1935	1705	1830	933	548	2153	1771	3163	2797	4
1951	1952	2346	1295	866	2106	1746	3286	2969	4
2047	2321	1128	1364	711	1806	926	2843	2477	4
2047	2464	787	1203	650	1832	1295	2955	2613	4
2271	3540	2243	1603	1012	1647	1388	2851	2392	4
2063	3041	1067	1448	815	1682	1188	2797	2475	4
1935	1954	1628	1204	695	1580	1363	2773	2459	4
1999	2080	929	1578	954	1756	1612	2956	2466	4
1823	1702	397	1091	234	97	779	390	500	4
1983	2511	1817	1666	981	1670	1133	2760	2390	4
1919	2052	1334	1573	756	1705	1339	2888	2524	4
2031	2548	2137	1402	921	1303	537	2249	1927	4
3055	4095	4095	2292	1768	2301	1926	3381	3077	4
287	72	28	570	409	409	481	1420	955	4
2351	3565	1525	1612	951	1590	1349	2639	2336	4
2047	2097	2119	1224	676	2001	1484	3073	2696	4
1951	2227	1320	1138	596	1433	1351	2597	2236	4
1935	1761	448	1086	514	273	262	476	699	4
703	68	2569	1508	736	1110	467	388	1023	4
1951	1770	2524	1284	663	2065	1511	3206	2820	4
895	68	289	2366	1601	1621	1518	306	407	4
2047	2656	1900	1650	1169	1668	1525	2762	2381	4
1887	1498	299	884	441	449	572	268	452	4
1887	1835	2470	1270	674	1927	1540	3157	2810	4
1999	2201	2116	1299	661	1851	1391	2929	2574	4
1935	1945	2457	1284	541	2005	1341	3205	2850	4
1967	1910	899	963	758	1371	1326	2496	2088	4
2319	3638	1421	1514	952	1959	1464	3158	2789	4
1951	2622	2630	1227	586	1712	1206	2888	2444	4
1951	2201	1895	1298	713	1862	1287	3103	2775	4
1903	2322	567	1346	753	1351	815	2597	2080	4
1935	1665	1829	1635	963	1442	1156	2473	1977	4
591	74	80	573	438	653	501	1621	1224	4
1071	118	80	2272	1488	1631	1600	216	612	4
1823	1589	407	997	654	381	270	445	90	4
1935	2199	2249	1293	606	1838	1321	3108	2744	4
1951	1897	1093	1243	657	1502	1049	2653	2286	4
1887	1798	2043	1474	771	1740	1504	2830	2504	4
1999	2137	1311	1128	825	1778	1255	2830	2380	4
1967	2493	523	1296	592	326	543	797	503	4
1967	1732	2371	1256	692	1708	1101	2824	2490	4
2063	2631	1604	1724	1207	1622	1155	2580	2224	5
1983	2454	1675	1678	843	832	713	1096	1166	5
1951	1659	1195	824	508	1609	1251	2479	2165	5
1887	1550	1454	1330	754	1763	1082	2909	2617	5
1935	2553	946	1095	431	34	0	480	443	5
1823	1653	332	906	308	272	154	598	808	5
1343	239	3571	2654	2195	2201	2397	1168	1716	5
1855	1973	564	1062	492	173	480	622	516	5
2095	2820	974	1193	502	1384	464	2396	1956	5
1871	2006	708	1087	658	532	724	617	778	5
1999	2191	811	1335	578	1332	1273	2296	1987	5
2159	3269	2160	1766	994	792	882	1012	409	5
1951	2353	868	1151	454	404	326	819	985	5
2063	2634	3338	1660	977	1217	297	2113	1528	5
1935	1694	2005	1265	663	1885	1383	2864	2436	5
2815	4095	3828	2016	1428	1959	1586	2964	2663	5
479	73	83	577	458	381	422	1204	790	5
1919	1898	1082	1130	666	1581	1194	2715	2361	5
1903	2217	1790	1163	733	1620	1045	2874	2499	5
1855	1510	2618	1283	989	1852	1487	3123	2724	5
639	66	463	1961	1598	1660	1727	308	777	5
2335	2085	3223	2015	1558	2186	1902	3168	2740	5
3535	4095	3558	2229	1469	2242	1866	3312	2886	5
239	79	31	547	311	524	438	1324	650	5
2015	2144	1526	1423	851	1551	1278	2646	2268	5
2015	2660	2971	1344	906	2053	1468	3190	2855	5
1695	754	183	1238	616	437	771	274	699	5
2543	3647	2631	1769	1217	2107	1805	3179	2771	5
463	67	75	680	313	465	360	1925	1546	5
2191	3490	1683	1453	855	1729	1365	2890	2528	5
2015	2498	1271	1704	1028	1305	626	2090	1697	5
1919	2129	1921	1237	622	1665	626	2795	2429	5
815	68	446	2724	1899	1816	1665	561	247	5
1807	1575	418	743	202	195	258	150	311	5
1935	1900	629	1198	824	464	365	1129	733	5
1807	1656	697	1002	561	51	473	556	866	5
2031	2146	2094	1256	650	733	715	1312	830	5
1567	273	424	1253	528	416	144	0	776	5
2495	3660	3800	2795	2361	2439	2479	2897	2644	5
575	92	124	1312	646	939	1020	1382	1138	5
975	71	120	1280	764	471	380	116	291	5
1471	366	400	2233	1854	1855	2034	1163	1389	5
1695	473	1672	3145	2332	2389	2304	718	15	5
1535	313	492	1441	756	332	703	413	320	5
1951	2190	1010	1229	624	1432	1173	2462	2037	5
1423	195	230	1274	455	409	173	595	166	5
1919	2118	555	850	623	396	732	417	861	5
1647	392	884	3016	2185	2043	1896	805	322	5
1951	1950	1403	1379	695	1257	997	2542	2251	5
1807	1677	436	1113	365	298	675	358	321	5
2063	2797	1323	1246	827	1926	1473	3048	2651	5
1935	1998	1693	1527	930	1623	1235	2831	2393	5
1903	1705	2778	1169	688	1861	1450	2947	2508	5
1295	150	500	1555	1153	984	1250	1290	574	5
2063	2459	2042	1446	899	2059	1596	3143	2824	5
1967	2430	3452	1456	666	2097	1554	3302	2985	5
1919	2192	2807	1208	819	1920	1134	3157	2789	5
1919	2212	3071	1369	695	1864	1324	3116	2690	5
1855	1477	391	592	578	333	757	380	676	5
2255	1184	3731	3971	3238	3453	3265	1270	795	5
783	68	148	1444	682	762	969	509	984	5
1631	555	248	1325	528	425	68	198	167	5
1759	904	266	1423	674	466	847	252	79	5
1999	1785	1220	3012	2280	2441	2293	602	214	5
2175	2842	1338	1534	871	1727	1242	2799	2464	5
2415	3725	2643	1402	816	2145	1664	3284	2785	5
1647	627	227	948	519	342	494	634	470	5
1887	1678	3560	1465	850	1980	1541	3223	2818	5
1631	516	212	1109	176	249	181	223	220	5
1919	1705	375	891	297	402	275	384	310	5
1967	2274	1105	1301	199	1438	1095	2624	2349	5
1935	2000	568	1036	528	483	719	997	724	5
831	66	465	2797	1968	1889	1853	457	671	5
1807	1546	482	1056	219	254	214	609	420	5
1919	1733	1642	1158	772	1807	1341	3062	2724	5
1903	2202	943	1237	748	1845	1554	3071	2692	5
1823	1580	360	809	484	267	698	664	359	5
1839	1823	252	1140	536	439	413	287	324	5
1983	1992	1430	860	761	1792	1304	2897	2508	5
1951	2578	977	1317	516	1115	1021	2299	2063	5
2031	2249	1501	1246	792	1671	1401	2716	2354	5
1935	2143	2529	1340	902	1739	1540	2996	2529	5
1823	1610	618	1495	640	251	39	168	643	5
1263	99	170	1633	506	297	84	357	431	5
1871	1918	1991	1535	796	1810	1601	3058	2706	6
1935	2103	2723	1261	721	1693	1028	2863	2489	6
1935	2113	2190	1127	817	1868	1419	3130	2794	6
1951	2368	891	1400	699	1692	1172	2879	2538	6
2015	2100	386	969	394	215	773	549	576	6
1871	1992	666	1270	564	1957	1519	3187	2815	6
2335	3622	1494	1654	826	2031	1626	3273	2913	6
1871	1571	705	1325	870	514	175	248	609	6
2015	2323	1290	1480	762	1734	1058	2876	2450	6
1823	1177	733	1571	759	623	61	305	595	6
1919	1709	2070	1317	829	1974	1668	3142	2756	6
1903	2164	1939	1364	768	1808	1449	3020	2599	6
1935	2275	2371	1602	824	1702	926	2889	2472	6
1887	1967	916	1292	735	1374	890	2555	2199	6
1983	2718	3942	1576	1166	928	222	1345	1230	6
1935	1856	2730	1452	825	2079	1795	3190	2864	6
1967	2167	1183	1886	1082	784	719	747	576	6
1855	1437	392	520	453	215	14	289	877	6
2031	2357	2399	1736	1092	1764	1417	2951	2643	6
4095	4058	4095	2245	1540	2642	2210	3846	3393	6
383	83	0	658	446	503	506	1735	1405	6
2047	2320	2204	1391	960	1763	1163	2949	2583	6
